Date,Open,High,Low,Close,Volume,Adj Close
2014-12-12,644,649.8,636.65,640.9,1119300,640.9
2014-12-11,650,651.1,640.1,642.45,1179400,642.45
2014-12-10,641,652,636.05,649.85,1467000,649.85
2014-12-09,651,652.45,636,640,801100,640
2014-12-08,651,655,641,651.9,1732300,651.9
2014-12-05,657.1,664.5,645.75,647.3,1448600,647.3
2014-12-04,660,667.3,654,659.25,1897900,659.25
2014-12-03,642,663,637,650.2,4859500,650.2
2014-12-02,643,651.85,637.05,639.45,1582200,639.45
2014-12-01,636.85,649.55,629.4,643.05,2014600,643.05
2014-11-28,642,646.6,632.6,635.15,2330200,635.15
2014-11-27,630,642,626.3,637.55,2119100,637.55
2014-11-26,630,638,624.1,628.95,2164000,628.95
2014-11-25,619,628.9,608,624.25,4011600,624.25
2014-11-24,627,632,616.3,618.15,1703200,618.15
2014-11-21,626.45,645,624.25,627.05,2847800,627.05
2014-11-20,600,623.95,595.65,618.5,2261400,618.5
2014-11-19,611,613.75,593,599.2,1553500,599.2
2014-11-18,612,617.7,606,607.85,1828300,607.85
2014-11-17,609,618,606.05,613.3,1168000,613.3
2014-11-14,615.5,629.75,606.95,609.2,2551400,609.2
2014-11-13,620,635,618.15,623.65,1824500,623.65
2014-11-12,639.95,642.8,616,618.3,2128900,618.3
2014-11-11,647.7,651.65,634,637,1156000,637
2014-11-10,652,653,639.15,643,672400,643
2014-11-07,657.5,667.7,647.7,650.15,1670600,650.15
2014-11-06,658.5,658.5,658.5,658.5,0,658.5
2014-11-05,664.9,670.7,651.8,658.5,1178000,658.5
2014-11-04,663.1,663.1,663.1,663.1,0,663.1
2014-11-03,670,671,658.75,663.1,796300,663.1
2014-10-31,652.7,673,647.8,666.55,1185400,666.55
2014-10-30,656.25,663.8,647,650.6,2236200,650.6
2014-10-29,652.9,658.8,649,656.9,2970800,656.9
2014-10-28,630,648.8,625.7,646.15,1860100,646.15
2014-10-27,629.8,631.1,620.1,628.1,1316700,628.1
2014-10-24,628.4,628.4,628.4,628.4,0,628.4
2014-10-23,628.4,628.4,628.4,628.4,0,628.4
2014-10-22,612,633.7,609.75,628.4,2149200,628.4
2014-10-21,604,611.25,599.75,608.3,1375700,608.3
2014-10-20,600,610.8,599.5,604.25,1386900,604.25
2014-10-17,575.5,601,575.5,595.6,1717900,595.6
2014-10-16,578.85,592.9,575.2,578.65,1899000,578.65
2014-10-15,578.5,578.5,578.5,578.5,0,578.5
2014-10-14,574.7,586.6,570.2,578.5,1235600,578.5
2014-10-13,591,591,574.45,575.95,1570500,575.95
2014-10-10,590.4,598.45,580,592.4,2277800,592.4
2014-10-09,589.75,605,587.2,591.7,1833900,591.7
2014-10-08,603.9,603.9,578.8,585.65,2870800,585.65
2014-10-07,629.7,630.35,598.25,602.2,2218500,602.2
2014-10-06,624.3,624.3,624.3,624.3,0,624.3
2014-10-03,624.3,624.3,624.3,624.3,0,624.3
2014-10-02,624.3,624.3,624.3,624.3,0,624.3
2014-10-01,626.8,631.4,621.1,624.3,1220200,624.3
2014-09-30,614.1,628.1,613.8,626.8,1661300,626.8
2014-09-29,612,622.1,608.9,616.85,1105300,616.85
2014-09-26,610.9,616.45,587.5,611.95,2038800,611.95
2014-09-25,607.35,617.5,597.95,608.45,2631800,608.45
2014-09-24,587.15,603.25,573.7,600,3224400,600
2014-09-23,624,624,578.95,584.3,5293500,584.3
2014-09-22,626,626,607.55,612.9,2877000,612.9
2014-09-19,625,637.7,620.1,628.1,2601500,628.1
2014-09-18,612,622.95,606.75,620.05,1768600,620.05
2014-09-17,623,627.75,604.2,610.15,2534000,610.15
2014-09-16,632,639.1,614.15,619.7,2498900,619.7
2014-09-15,612.6,634.4,609.8,630.25,4011000,630.25
2014-09-12,578,616.9,576,612.75,4515900,612.75
2014-09-11,577,579.4,566.85,575.2,1346900,575.2
2014-09-10,578,582.4,574.8,577.35,1450600,577.35
2014-09-09,567.1,578.1,567,574.9,1883600,574.9
2014-09-08,562,565.65,558.75,563.45,2158800,563.45
2014-09-05,553.2,559.9,545.65,557.5,2710200,557.5
2014-09-04,554,569,549.1,552.3,3561100,552.3
2014-09-03,559.9,562.5,550,553.2,2999900,553.2
2014-09-02,534,575,533.5,557.05,5384400,557.05
2014-09-01,516.3,531.1,514.7,529.15,1876400,529.15
2014-08-29,514.2,514.2,514.2,514.2,0,514.2
2014-08-28,513.3,516,506.5,514.2,2615800,514.2
2014-08-27,513.7,517.4,508.7,513.35,1397900,513.35
2014-08-26,506.3,517.4,505.3,512.4,1497700,512.4
2014-08-25,498,509.4,495,507.4,1211400,507.4
2014-08-22,496.4,502,491.3,499.3,2077900,499.3
2014-08-21,492.35,499.75,486.15,492.85,1635000,492.85
2014-08-20,474.05,496.8,472,492.35,2686200,492.35
2014-08-19,472.5,476.6,465.5,474.55,1982700,474.55
2014-08-18,447.8,472.6,442.25,471.05,3374000,471.05
2014-08-15,448.6,448.6,448.6,448.6,0,448.6
2014-08-14,439.7,452.25,432.75,448.6,2478400,448.6
2014-08-13,446,450.8,437.1,440.35,1542900,440.35
2014-08-12,439.85,445.55,437.05,444.85,1011300,444.85
2014-08-11,441.4,443.25,436.7,437.5,961100,437.5
2014-08-08,431,437.65,430,436.7,613200,436.7
2014-08-07,435,439.65,432.05,434.95,799400,434.95
2014-08-06,438.9,441,433.25,435.6,1184000,435.6
2014-08-05,442.55,443.2,435,440.5,785900,438.5
2014-08-04,444,447.5,437.2,440.8,1540400,438.8
2014-08-01,455,460.5,440.15,442.5,919000,440.49
2014-07-31,447,463.35,447,456.5,2893800,454.43
2014-07-30,440.5,451.4,439.1,448.2,1339000,446.17
2014-07-29,440.95,440.95,440.95,440.95,0,438.95
2014-07-28,446.95,446.95,437.35,440.95,425700,438.95
2014-07-25,441.45,446.5,438.9,445.65,930100,443.63
2014-07-24,441,444.35,437.3,439.55,674000,437.55
2014-07-23,441.75,447.8,438,442.5,759800,440.49
2014-07-22,438.55,444,437,441.25,713600,439.25
2014-07-21,444.65,444.65,436,438.3,564100,436.31
2014-07-18,440.3,444.15,439,441.35,1460000,439.35
2014-07-17,430,441.4,430,437.05,899500,435.07
2014-07-16,432.65,436.2,429.55,432.15,823900,430.19
2014-07-15,433.15,434.7,427.65,431.85,834600,429.89
2014-07-14,437,437.5,428.8,432.65,641000,430.69
2014-07-11,432,445,430,436,1176600,434.02
2014-07-10,436.25,442.95,425.25,436.05,1223800,434.07
2014-07-09,443.5,447.4,433.55,436.25,854100,434.27
2014-07-08,451,460.65,437.1,442,2390200,439.99
2014-07-07,449,453.7,444.7,449.65,1432400,447.61
2014-07-04,448.9,453.15,441.5,449.3,1472500,447.26
2014-07-03,445,449.9,442,447.7,1828500,445.67
2014-07-02,437.15,446.55,436.5,444.3,1773700,442.28
2014-07-01,439,441.5,436.1,437.25,1068700,435.26
2014-06-30,442.7,445,435.7,438,1645300,436.01
2014-06-27,423,442.8,423,436.9,1649600,434.92
2014-06-26,427,433.3,421.05,425.55,4161200,423.62
2014-06-25,427.8,430.9,424,426.45,743700,424.51
2014-06-24,427.8,429.8,423.25,427.4,826900,425.46
2014-06-23,427.2,428.65,418.05,423.9,1003800,421.98
2014-06-20,426.6,437.95,422.25,425.65,2313300,423.72
2014-06-19,429.9,429.9,419.65,425.95,1709400,424.02
2014-06-18,420,443.25,418.1,425.1,8551000,423.17
2014-06-17,417,417,410.65,412.95,750000,411.08
2014-06-16,414.75,418,410.15,413.6,2036800,411.72
2014-06-13,415.5,420.9,407.5,414.1,1137000,412.22
2014-06-12,414,419,411.4,416.15,1333200,414.26
2014-06-11,408,417.5,408,413.15,2536000,411.27
2014-06-10,399,409.35,396.05,407.6,2777500,405.75
2014-06-09,398,402,393.25,396.35,1550900,394.55
2014-06-06,387.95,397.3,386.6,396.15,1582400,394.35
2014-06-05,391.2,392,385,387.2,853800,385.44
2014-06-04,387.35,391.9,387.35,390.8,853400,389.03
2014-06-03,386.05,390.4,384.2,389,755600,387.23
2014-06-02,389,389,381.2,387.2,907500,385.44
2014-05-30,370,385.9,367.5,384.55,2158100,382.8
2014-05-29,380.1,382,370.85,372.45,2231800,370.76
2014-05-28,378.6,382.4,376.6,379.85,1105000,378.13
2014-05-27,382,386.05,377.3,378,2348700,376.28
2014-05-26,388.35,390.8,379.1,381.3,1422100,379.57
2014-05-23,388.2,392.9,384.05,387.9,1067800,386.14
2014-05-22,391.4,392.4,384.35,387.85,1343300,386.09
2014-05-21,390,394,386.3,389.65,2123800,387.88
2014-05-20,383,391.5,378.9,389.35,1790000,387.58
2014-05-19,390.15,394.4,382.05,384.75,2386900,383
2014-05-16,401.4,425,387.45,388.25,2820500,386.49
2014-05-15,394.7,402.45,393.5,398.1,1681100,396.29
2014-05-14,392.2,396.8,390.8,394.55,1474500,392.76
2014-05-13,391,392.9,386.1,390.6,2079100,388.83
2014-05-12,393.1,394.8,384.5,387.75,1522800,385.99
2014-05-09,388.35,394,385.1,392.3,1030900,390.52
2014-05-08,391,395,386.1,388.65,1878800,386.89
2014-05-07,391.15,396.35,381.3,382.6,1677300,380.86
2014-05-06,395.65,395.65,389.5,390.9,1302800,389.13
2014-05-05,402.05,404.4,391.3,392.8,1734500,391.02
2014-05-02,397.5,406.5,397.5,402.1,989200,400.27
2014-05-01,397.45,397.45,397.45,397.45,0,395.65
2014-04-30,401.2,404.9,392.55,397.45,810300,395.65
2014-04-29,407.8,408.75,397.7,401.2,1115600,399.38
2014-04-28,394.25,409.5,394.25,406.9,1950700,405.05
2014-04-25,397.25,401,392.4,394.25,630300,392.46
2014-04-24,399.05,399.05,399.05,399.05,0,397.24
2014-04-23,397.3,400.25,397.3,399.05,748500,397.24
2014-04-22,400.15,402.8,395,396.5,1162400,394.7
2014-04-21,400,404.75,397,399.8,745700,397.98
2014-04-18,400.7,400.7,400.7,400.7,0,398.88
2014-04-17,399.5,401.3,394.6,400.7,1189800,398.88
2014-04-16,401.1,404.05,393.6,396.9,891500,395.1
2014-04-15,402.25,402.8,395.15,400.65,841000,398.83
2014-04-14,402.05,402.05,402.05,402.05,0,400.22
2014-04-11,397.5,403.45,396.25,402.05,1525100,400.22
2014-04-10,401.4,402.2,394.2,397.4,1703700,395.6
2014-04-09,398.25,401.85,393.7,401,1026600,399.18
2014-04-08,396.6,396.6,396.6,396.6,0,394.8
2014-04-07,407.9,410.1,392.2,396.6,1371800,394.8
2014-04-04,398,406.1,396.25,404.1,1879000,402.27
2014-04-03,391.5,397.5,389.25,396.4,1714900,394.6
2014-04-02,384.8,392,381.55,389.25,2670400,387.48
2014-04-01,383.7,385.75,379.15,381.5,1470700,379.77
2014-03-31,388.2,389.75,381.8,382.8,950900,381.06
2014-03-28,386.35,391.55,383.55,386.95,1196500,385.19
2014-03-27,390,391.7,382.55,386.4,2349700,384.65
2014-03-26,392.65,393.9,385.55,387.1,1590600,385.34
2014-03-25,393.5,394.5,388.1,391.25,1796100,389.47
2014-03-24,398,401.6,390.1,391.05,1479200,389.27
2014-03-21,388,389.45,384,387.95,1005800,386.19
2014-03-20,380.5,388.95,379,387.25,1355600,385.49
2014-03-19,387,389.9,382.25,382.8,1190300,381.06
2014-03-18,388,390.95,382,385.85,1045600,384.1
2014-03-17,386.5,386.5,386.5,386.5,0,384.75
2014-03-14,379.65,387,378.75,386.5,1056500,384.75
2014-03-13,379.4,383.55,378.4,380.4,979700,378.67
2014-03-12,377.2,380.8,376.45,378.7,1247900,376.98
2014-03-11,375.25,380.3,375.25,376.95,1770800,375.24
2014-03-10,381.75,381.75,373.85,375.4,2565200,373.7
2014-03-07,382.1,382.4,374.3,381.2,1616100,379.47
2014-03-06,386,387.3,378.15,379.75,1568100,378.03
2014-03-05,379.3,386.2,379.3,385.5,1224000,383.75
2014-03-04,377,381.9,377,378.65,783400,376.93
2014-03-03,386,387.7,375.05,376.6,1038300,374.89
2014-02-28,379,385,374.5,384.3,2480700,382.56
2014-02-27,375.3,375.3,375.3,375.3,0,373.6
2014-02-26,377.4,379.45,373,375.3,2983400,373.6
2014-02-25,367.55,375.5,367.55,374.75,2141800,373.05
2014-02-24,366.5,372.8,366.5,367.5,1554900,365.83
2014-02-21,374,374,367.75,369.2,2004500,367.52
2014-02-20,373.2,376.6,370.4,371.2,1607100,369.51
2014-02-19,373,375.2,371,373.2,891400,371.51
2014-02-18,374,377.7,371.25,371.9,1787000,370.21
2014-02-17,373.35,378.05,371.15,374.35,1218400,372.65
2014-02-14,384.7,384.7,370,373.35,3269100,371.65
2014-02-13,390,404.25,379,380.3,10135900,378.57
2014-02-12,414.9,414.9,408,412.75,2956000,410.88
2014-02-11,415,415,405.2,412.5,2568400,410.63
2014-02-10,419.45,423.6,409.7,414.55,1133400,412.67
2014-02-07,412.85,418,412.5,417.05,943800,415.16
2014-02-06,417.5,420,409.25,410.05,1533200,408.19
2014-02-05,416.9,416.9,410.5,415.15,1340000,413.27
2014-02-04,410.7,417.95,410,415.15,1076700,413.27
2014-02-03,408.5,415.75,408.5,412.5,883600,410.63
2014-01-31,415,419,408.55,410.6,529500,408.74
2014-01-30,410.95,415.9,407.95,413.45,1344600,411.57
2014-01-29,411,418.5,409.5,414.5,1227500,412.62
2014-01-28,416.3,420.5,406.8,409.25,988000,407.39
2014-01-27,411.5,418,407.75,415,1305100,413.12
2014-01-24,418,423,413.4,414.4,994900,412.52
2014-01-23,422.9,425.05,417.4,419.55,657600,417.65
2014-01-22,417.7,425.85,415.3,422.7,1159000,420.78
2014-01-21,420.25,424,416.35,417.4,757200,415.5
2014-01-20,419,421.7,416.15,419.85,825500,417.94
2014-01-17,412.5,421.95,412.5,417.6,1369300,415.7
2014-01-16,419,420.95,412,412.65,1332400,410.78
2014-01-15,414.35,423.9,414.35,418.05,2737900,416.15
2014-01-14,400.9,412.25,400.9,411.15,1375700,409.28
2014-01-13,396.35,403.45,396.35,402.25,770600,400.42
2014-01-10,401.2,406.7,397,399.1,875700,397.29
2014-01-09,404,407.4,400,403.1,1161600,401.27
2014-01-08,391.1,405,389.1,404.2,1768400,402.36
2014-01-07,393.9,394.9,389,390.85,955000,389.08
2014-01-06,393.9,395.95,387.65,391.6,752300,389.82
2014-01-03,391.55,394,386,391.75,998000,389.97
2014-01-02,402,406.35,391.5,392.3,734100,390.52
2014-01-01,402.5,405.9,400.8,401.75,429000,399.93
2013-12-31,402.75,404.35,399.4,400.8,550700,398.98
2013-12-30,407.25,407.65,398.75,400.05,718100,398.23
2013-12-27,399,407.9,398.45,405.15,1221200,403.31
2013-12-26,402,404.9,396,398.05,2154400,396.24
2013-12-25,399.65,399.65,399.65,399.65,0,397.84
2013-12-24,406,409.5,398.45,399.65,895700,397.84
2013-12-23,403.1,408.7,399.3,405.15,1563600,403.31
2013-12-20,402,403.4,399.95,401.75,1573100,399.93
2013-12-19,393.85,401.5,388,399.5,1558000,397.69
2013-12-18,390.75,396.5,385,392.75,2330200,390.97
2013-12-17,381,389.9,378,387.8,3377200,386.04
2013-12-16,375.5,379.25,373.2,375.9,1085900,374.19
2013-12-13,380,381.7,375.35,376.7,1849600,374.99
2013-12-12,385.05,387.15,380.15,380.95,1052200,379.22
2013-12-11,388,391.9,386.15,387.1,546800,385.34
2013-12-10,387,391,385.65,388.6,986800,386.84
2013-12-09,396,396,384.25,385.4,1495500,383.65
2013-12-06,386.5,391.45,386,388.75,555600,386.98
2013-12-05,394.45,394.7,385.6,387.55,691900,385.79
2013-12-04,390,394,387.2,390.05,887900,388.28
2013-12-03,392,394.4,388.1,390.6,809500,388.83
2013-12-02,392,395.85,391.25,391.9,975500,390.12
2013-11-29,382,392.75,382,391.25,1713500,389.47
2013-11-28,382.5,385.25,378.55,379.95,2011900,378.22
2013-11-27,385,386.3,381,381.95,934500,380.22
2013-11-26,388,391.3,384.25,386.2,1169000,384.45
2013-11-25,389,392.4,385.25,387.1,1229100,385.34
2013-11-22,389.95,390,383.8,385,1184700,383.25
2013-11-21,393.5,396.25,385.6,386.65,1706400,384.89
2013-11-20,400.35,401.8,391.8,392.85,1951100,391.07
2013-11-19,403.1,405.85,399.25,400.75,1269700,398.93
2013-11-18,403.1,407.05,401.35,402.2,1141800,400.37
2013-11-15,403,403,403,403,0,401.17
2013-11-14,408.15,412.5,400,403,2200100,401.17
2013-11-13,419.55,419.55,410.05,412.3,1255100,410.43
2013-11-12,422.7,426.65,418.4,420.85,924300,418.94
2013-11-11,423,428.25,420.5,421.95,964500,420.03
2013-11-08,421.05,426.5,420.3,423.15,1121000,421.23
2013-11-07,425.75,429.75,419.9,421.6,970500,419.69
2013-11-06,421,427.8,421,424.65,1264800,422.72
2013-11-05,418,423.8,415.55,420.65,1198000,418.74
2013-11-04,416.3,416.3,416.3,416.3,0,414.41
2013-11-01,414.5,418.2,413.5,416.3,576300,414.41
2013-10-31,420,421,411.85,413.2,1884200,411.32
2013-10-30,418.55,420.35,416.05,419.4,927500,417.5
2013-10-29,411.65,419.75,408.7,417.75,1093000,415.85
2013-10-28,416.25,418.9,411,411.75,551100,409.88
2013-10-25,418.25,421,413,415.5,871700,413.61
2013-10-24,423.9,425.55,417.75,420.2,1077400,418.29
2013-10-23,412.6,424.95,411.5,423.8,2311100,421.88
2013-10-22,417.9,420.6,410.2,412.25,1382500,410.38
2013-10-21,416.95,422.9,413.35,416.8,1365300,414.91
2013-10-18,415.35,419.45,413.6,415.3,1438900,413.41
2013-10-17,424.9,426,413.8,414.9,1396700,413.02
2013-10-16,423.1,423.1,423.1,423.1,0,421.18
2013-10-15,422.1,428.7,420,423.1,741900,421.18
2013-10-14,430,431.85,420,421.9,1024500,419.98
2013-10-11,437.2,437.2,428,429.2,569700,427.25
2013-10-10,431,438.5,431,433,894900,431.03
2013-10-09,432.5,437.8,429.5,431.6,1238100,429.64
2013-10-08,441.9,443,434,434.7,546500,432.73
2013-10-07,437.05,442.8,437.05,439.8,1036700,437.8
2013-10-04,435,444.8,434.6,437.95,1437100,435.96
2013-10-03,436.8,441.55,435,435.9,943900,433.92
2013-10-02,431.9,431.9,431.9,431.9,0,429.94
2013-10-01,432,435.9,430.65,431.9,488300,429.94
2013-09-30,432,438.5,430.9,432.5,686300,430.54
2013-09-27,437.9,439.9,432.1,434.3,696600,432.33
2013-09-26,439,440.95,433.55,435.8,1041400,433.82
2013-09-25,432.45,439.75,429,438.75,874200,436.76
2013-09-24,422.3,435.2,422.3,431.95,1665300,429.99
2013-09-23,428,435.15,423.65,425.95,1202500,424.02
2013-09-20,437.75,444.95,421.65,430.05,2071700,428.1
2013-09-19,445,445,430,439.7,1539900,437.7
2013-09-18,433.5,440.8,433.5,437,971300,435.02
2013-09-17,429,435,424,432.05,912500,430.09
2013-09-16,445.85,450.4,428,430.55,1248600,428.6
2013-09-13,436.9,443.95,436.9,441.55,787100,439.55
2013-09-12,437.15,444.5,434.1,438.15,985800,436.16
2013-09-11,439,442.85,428.5,433.75,1674500,431.78
2013-09-10,441,446.7,436.8,440.9,1859600,438.9
2013-09-09,437.05,437.05,437.05,437.05,0,435.07
2013-09-06,420.25,440.8,419.15,437.05,2382800,435.07
2013-09-05,424.5,425.6,417.25,418.6,826100,416.7
2013-09-04,407,421.3,403.85,419.8,1481500,417.89
2013-09-03,418.2,422,403.4,406.15,887800,404.31
2013-09-02,418,424,414.05,417.85,932300,415.95
2013-08-30,397.45,419.7,393,416.95,2873800,415.06
2013-08-29,400,402,393.1,397.65,2000800,395.84
2013-08-28,393.35,401,383.35,398.6,1776700,396.79
2013-08-27,395,402.6,392.45,396.65,1389900,394.85
2013-08-26,396.5,403.45,391.1,399.25,986500,397.44
2013-08-23,402.8,404,392.5,396,1505500,394.2
2013-08-22,391.9,403.2,389.2,401.4,1326100,399.58
2013-08-21,404.9,406.25,391,392.7,1198000,390.92
2013-08-20,397.9,407.95,391.25,402.2,1370400,400.37
2013-08-19,415,419.7,395.05,400.2,1412400,398.38
2013-08-16,420,425.75,412.5,414.7,1676500,412.82
2013-08-15,420.4,420.4,420.4,420.4,0,418.49
2013-08-14,424.9,429.8,419.55,420.4,1298000,418.49
2013-08-13,418,427.5,414.35,424.85,1910100,422.92
2013-08-12,427,428.95,413.6,415.5,3422900,413.61
2013-08-09,409.4,409.4,409.4,409.4,0,407.54
2013-08-08,391.75,413.9,381.65,409.4,3071200,407.54
2013-08-07,393.7,395,384.35,390.35,925900,388.58
2013-08-06,395.5,395.5,387,391.5,2161600,389.72
2013-08-05,400,401.05,391.3,395.75,1054300,391.96
2013-08-02,405.1,405.9,396.1,399.9,656600,396.07
2013-08-01,401.85,408.4,396,403.35,677000,399.49
2013-07-31,405.05,407.5,397.55,400.3,2371500,396.47
2013-07-30,413.2,415.75,407.15,408.7,822800,404.79
2013-07-29,413.15,416.9,408.75,412.25,1076800,408.3
2013-07-26,410.4,416.3,409.8,415.05,1511800,411.08
2013-07-25,418.3,419.85,405.4,409.3,1153700,405.38
2013-07-24,409.15,416.95,407,415.3,939000,411.33
2013-07-23,413.25,415,405,409.15,703000,405.23
2013-07-22,412.1,417.8,410.15,411.55,566000,407.61
2013-07-19,411,418.5,408.15,415.55,1230600,411.57
2013-07-18,408.2,416.5,406.6,413.3,1120300,409.34
2013-07-17,402.25,411,399.2,406.8,1203100,402.91
2013-07-16,402,408.5,399.15,402.2,572300,398.35
2013-07-15,408,409.55,405,407.7,671800,403.8
2013-07-12,397.9,406.8,391.15,405.45,1574900,401.57
2013-07-11,403.55,404.35,398.65,400,745600,396.17
2013-07-10,400,405.45,398.3,400.1,661800,396.27
2013-07-09,396.25,402.15,396.25,400.15,559400,396.32
2013-07-08,397.9,403.25,395.55,396.5,972100,392.71
2013-07-05,397.45,400.8,395.5,399.05,1123300,395.23
2013-07-04,398.25,401.9,392.4,394.6,897200,390.82
2013-07-03,395.4,399.75,393,396.95,992500,393.15
2013-07-02,398,398.4,392.55,397.2,872900,393.4
2013-07-01,391.05,398.75,389.35,397.75,1111300,393.94
2013-06-28,389,393.5,385.5,391.95,1568500,388.2
2013-06-27,381.4,390.6,379.7,387.7,1860100,383.99
2013-06-26,380,381.5,377.6,379.6,1402600,375.97
2013-06-25,380,381.5,375,379.4,1718100,375.77
2013-06-24,380.8,382.7,372.2,380.1,1519500,376.46
2013-06-21,380,382.3,374.6,381.3,2001200,377.65
2013-06-20,376.8,382.8,373.05,379.1,2055600,375.47
2013-06-19,379,382,376.05,379.5,997800,375.87
2013-06-18,380.3,381.5,375.3,379.65,1270800,376.02
2013-06-17,378.1,381.5,373.55,380.25,875500,376.61
2013-06-14,379.9,381.2,372.75,377.9,2197300,374.28
2013-06-13,382.9,382.9,375,378.5,1435400,374.88
2013-06-12,381,385.45,380.25,384.05,2014300,380.37
2013-06-11,371.6,381.25,371.6,379.9,1466100,376.26
2013-06-10,373.35,376,369.6,374.2,1465400,370.62
2013-06-07,373.05,375.4,371.5,373.3,1426700,369.73
2013-06-06,375.5,380.1,374,375.55,1416300,371.96
2013-06-05,376.05,377.2,369.6,375.55,2132500,371.96
2013-06-04,369,380.1,368.8,375.2,1936300,371.61
